Date,Actual_IHSG,Hybrid_Multivariate,Hybrid_Univariate,Single_LSTM,Error_Hybrid_Multi,Error_Hybrid_Uni
2023-11-28,7041.0732421875,6940.51958656311,6942.274531364441,6985.136589473288,100.55365562438965,98.79871082305908
2023-11-29,7036.0869140625,6942.917230606079,6947.238878250122,6988.212703474725,93.1696834564209,88.84803581237793
2023-11-30,7080.7412109375,6945.343927383423,6952.151550292969,6998.694715066304,135.39728355407715,128.58966064453125
2023-12-01,7059.90576171875,6947.805725097656,6957.294902801514,7019.0291837425175,112.10003662109375,102.61085891723633
2023-12-04,7093.60009765625,6950.341423034668,6962.366497039795,7035.496456589448,143.25867462158203,131.23360061645508
2023-12-05,7100.85498046875,6952.774751663208,6967.439064025879,7042.883670931638,148.080228805542,133.4159164428711
2023-12-06,7087.39501953125,6955.271841049194,6972.546340942383,7052.679605278798,132.12317848205566,114.84867858886719
2023-12-07,7134.623046875,6957.623271942139,6977.330513000488,7058.139607120203,176.99977493286133,157.29253387451172
2023-12-08,7159.59814453125,6959.8920249938965,6982.15446472168,7064.37910244579,199.70611953735352,177.4436798095703
2023-12-11,7088.78515625,6962.407833099365,6987.337791442871,7073.0989763096295,126.37732315063477,101.4473648071289
2023-12-12,7125.30712890625,6964.712661743164,6991.844097137451,7082.998259762549,160.59446716308594,133.46303176879883
2023-12-13,7075.3408203125,6966.481838226318,6995.7258377075195,7083.8312015256815,108.85898208618164,79.61498260498047
2023-12-14,7176.01611328125,6967.845039367676,6998.590492248535,7081.493667060378,208.17107391357422,177.42562103271484
2023-12-15,7190.98779296875,6969.035087585449,7001.552055358887,7079.631491182212,221.95270538330078,189.43573760986328
2023-12-18,7119.52490234375,6970.783794403076,7005.179527282715,7102.077639870637,148.74110794067383,114.34537506103516
2023-12-19,7187.84619140625,6972.445724487305,7008.359092712402,7121.035933612249,215.4004669189453,179.48709869384766
2023-12-20,7219.6669921875,6973.863914489746,7011.52481842041,7141.418174643986,245.8030776977539,208.14217376708984
2023-12-21,7209.619140625,6975.683403015137,7015.280403137207,7155.691703085802,233.93573760986328,194.33873748779297
2023-12-22,7237.51904296875,6977.747215270996,7019.339393615723,7169.033434098106,259.7718276977539,218.17964935302734
2023-12-25,7240.318033854167,6979.91788482666,7023.718170166016,7177.198249950001,260.4001490275068,216.59986368815134
2023-12-26,7243.117024739583,6982.232070922852,7028.302864074707,7189.868803016885,260.88495381673147,214.814160664876
2023-12-27,7245.916015625,6984.522663116455,7032.871772766113,7203.702920386611,261.3933525085449,213.04424285888672
