Date,Actual_IHSG,Hybrid_Multivariate,Hybrid_Univariate,Single_LSTM,Error_Hybrid_Multi,Error_Hybrid_Uni
2024-09-24,7778.4912109375,7115.843765258789,7294.812591552734,7844.88455647415,662.6474456787109,483.6786193847656
2024-09-25,7740.90185546875,7116.909210205078,7297.523590087891,7857.190431460753,623.9926452636719,443.3782653808594
2024-09-26,7744.51611328125,7117.1689453125,7298.598388671875,7863.17261825758,627.34716796875,445.917724609375
2024-09-27,7696.916015625,7116.721237182617,7298.354431152344,7863.030010681439,580.1947784423828,398.56158447265625
2024-09-30,7527.92919921875,7115.527297973633,7296.533020019531,7853.345466331564,412.4019012451172,231.39617919921875
2024-10-01,7642.1328125,7112.396865844727,7290.982330322266,7841.25243847353,529.7359466552734,351.1504821777344
2024-10-02,7563.26220703125,7108.14892578125,7283.843994140625,7806.345982381885,455.11328125,279.418212890625
2024-10-03,7543.828125,7103.552536010742,7275.3599853515625,7772.694378361557,440.2755889892578,268.4681396484375
2024-10-04,7496.0908203125,7098.348922729492,7265.685577392578,7728.339874729558,397.7418975830078,230.40524291992188
2024-10-07,7504.134765625,7092.648681640625,7254.857757568359,7680.497516150746,411.486083984375,249.27700805664062
2024-10-08,7557.14208984375,7086.750305175781,7243.602935791016,7625.3237564767915,470.39178466796875,313.5391540527344
2024-10-09,7501.28515625,7081.487823486328,7233.366149902344,7565.620136913276,419.7973327636719,267.91900634765625
2024-10-10,7480.080078125,7076.822784423828,7223.817291259766,7515.034651840833,403.2572937011719,256.2627868652344
2024-10-11,7520.60205078125,7072.309844970703,7214.615539550781,7477.596497403269,448.2922058105469,305.98651123046875
2024-10-14,7559.65478515625,7068.330032348633,7206.5076904296875,7452.562837121877,491.3247528076172,353.1470947265625
2024-10-15,7626.951171875,7065.402786254883,7200.263977050781,7443.966414592607,561.5483856201172,426.68719482421875
2024-10-16,7648.93994140625,7063.950469970703,7196.734619140625,7455.269306610033,584.9894714355469,452.205322265625
2024-10-17,7735.0390625,7064.029632568359,7195.915618896484,7480.828462802179,671.0094299316406,539.1234436035156
2024-10-18,7760.06005859375,7065.755523681641,7198.333953857422,7514.332492813366,694.3045349121094,561.7261047363281
2024-10-21,7772.59619140625,7069.106491088867,7203.700164794922,7557.496708003047,703.4897003173828,568.8960266113281
2024-10-22,7788.98291015625,7073.512771606445,7211.1949462890625,7609.626044248042,715.4701385498047,577.7879638671875
2024-10-23,7787.56494140625,7078.548095703125,7220.122741699219,7661.5872312614665,709.016845703125,567.4421997070312
2024-10-24,7716.548828125,7083.805511474609,7229.697509765625,7704.077194047204,632.7433166503906,486.851318359375
2024-10-25,7694.66015625,7088.406982421875,7238.257751464844,7733.585137467919,606.253173828125,456.40240478515625
2024-10-28,7634.630859375,7091.783096313477,7244.997314453125,7743.633177414027,542.8477630615234,389.633544921875
2024-10-29,7606.60009765625,7093.674346923828,7249.1427001953125,7744.049411798784,512.9257507324219,357.4573974609375
2024-10-30,7569.85009765625,7093.977554321289,7250.544494628906,7728.684923574649,475.87254333496094,319.30560302734375
2024-10-31,7574.01904296875,7092.858291625977,7249.2840576171875,7703.187493049787,481.16075134277344,324.7349853515625
2024-11-01,7505.2568359375,7090.728576660156,7246.1002197265625,7671.896600182095,414.52825927734375,259.1566162109375
2024-11-04,7479.5029296875,7087.627395629883,7240.795989990234,7642.121651863432,391.8755340576172,238.70693969726562
2024-11-05,7491.93115234375,7083.513412475586,7233.5673828125,7608.740127199577,408.41773986816406,258.36376953125
2024-11-06,7383.8681640625,7078.963424682617,7225.3885498046875,7568.043046726816,304.9047393798828,158.4796142578125
2024-11-07,7243.85986328125,7073.733306884766,7215.511322021484,7536.177466611989,170.12655639648438,28.348541259765625
2024-11-08,7287.19091796875,7066.825454711914,7202.442077636719,7506.268188105518,220.36546325683594,84.74884033203125
2024-11-11,7266.4599609375,7058.816665649414,7187.625671386719,7460.235976106778,207.64329528808594,78.83428955078125
2024-11-12,7321.98583984375,7050.752502441406,7172.232849121094,7431.296571016152,271.23333740234375,149.75299072265625
2024-11-13,7308.6708984375,7043.30647277832,7157.841537475586,7398.708729645048,265.3644256591797,150.82936096191406
2024-11-14,7214.56103515625,7036.916915893555,7144.962387084961,7368.887427951719,177.6441192626953,69.59864807128906
2024-11-15,7161.2578125,7030.872886657715,7132.45100402832,7343.277897939144,130.38492584228516,28.806808471679688
2024-11-18,7134.27685546875,7024.5455322265625,7119.586288452148,7311.893115838073,109.7313232421875,14.690567016601562
2024-11-19,7195.71484375,7017.994323730469,7106.416412353516,7273.453397412188,177.72052001953125,89.29843139648438
2024-11-20,7180.3349609375,7011.896675109863,7094.27082824707,7240.164343000855,168.43828582763672,86.06413269042969
2024-11-21,7140.912109375,7006.71257019043,7083.515365600586,7223.426990797452,134.1995391845703,57.39674377441406
2024-11-22,7195.56494140625,7002.045394897461,7073.650619506836,7214.365615540664,193.51954650878906,121.91432189941406
2024-11-25,7314.10791015625,6998.049186706543,7065.328094482422,7203.194452246142,316.05872344970703,248.77981567382812
2024-11-26,7245.88818359375,6995.694053649902,7060.204437255859,7205.176295509926,250.19412994384766,185.68374633789062
2024-11-27,7223.022705078125,6994.802154541016,7057.295715332031,7212.210420115502,228.22055053710938,165.72698974609375
2024-11-28,7200.1572265625,6994.27645111084,7055.40096282959,7220.563014434156,205.88077545166016,144.75626373291016
2024-11-29,7114.26611328125,6993.803787231445,7053.8339920043945,7226.07812003218,120.46232604980469,60.43212127685547
2024-12-02,7046.98583984375,6992.7976150512695,7051.321495056152,7231.7306302765355,54.18822479248047,-4.335655212402344
2024-12-03,7196.01708984375,6990.650928497314,7046.938430786133,7227.126983382404,205.36616134643555,149.0786590576172
2024-12-04,7326.76416015625,6988.351173400879,7042.906349182129,7212.609390233163,338.4129867553711,283.8578109741211
2024-12-05,7313.31298828125,6987.711204528809,7041.7036209106445,7203.622984464993,325.6017837524414,271.60936737060547
2024-12-06,7382.78515625,6988.770214080811,7043.102897644043,7210.491561303905,394.01494216918945,339.68225860595703
2024-12-09,7437.73095703125,6991.067241668701,7047.074729919434,7224.699580129483,446.6637153625488,390.6562271118164
2024-12-10,7453.287109375,6994.773681640625,7053.705879211426,7252.628197856218,458.513427734375,399.5812301635742
2024-12-11,7464.751953125,6999.555709838867,7062.371398925781,7290.473836296587,465.1962432861328,402.38055419921875
2024-12-12,7394.23779296875,7004.897567749023,7072.277481079102,7329.825486419984,389.34022521972656,321.96031188964844
2024-12-13,7324.7890625,7009.967208862305,7081.738189697266,7366.806256027936,314.8218536376953,243.05087280273438
2024-12-16,7258.630859375,7013.751846313477,7089.15185546875,7386.353663322065,244.87901306152344,169.47900390625
2024-12-17,7157.73193359375,7015.753067016602,7093.5286865234375,7388.10303022209,141.97886657714844,64.2032470703125
2024-12-18,7107.875,7015.571327209473,7093.9122314453125,7371.649710686921,92.30367279052734,13.9627685546875
2024-12-19,6977.23779296875,7013.176803588867,7090.320251464844,7342.227142614443,-35.93901062011719,-113.08245849609375
2024-12-20,6983.865234375,7008.560523986816,7082.244003295898,7302.813293830142,-24.695289611816406,-98.37876892089844
2024-12-23,7096.44482421875,7002.120269775391,7070.886978149414,7236.706996142471,94.32455444335938,25.557846069335938
2024-12-24,7065.74609375,6995.640625,7059.292068481445,7179.856947082633,70.10546875,6.4540252685546875
2024-12-25,7056.02099609375,6989.995166778564,7048.384498596191,7132.03019729325,66.02582931518555,7.636497497558594
2024-12-26,7046.2958984375,6984.889446258545,7038.276611328125,7093.162419642133,61.40645217895508,8.019287109375
2024-12-27,7036.57080078125,6980.3357582092285,7029.064315795898,7076.8010973658675,56.235042572021484,7.5064849853515625
2024-12-30,7079.90478515625,6976.285930633545,7020.742568969727,7112.724016744833,103.61885452270508,59.16221618652344
